"SheetName","CR","HUM","CL","CONST","Stringency","Mod","duration","Fed"
"AT9",-1,-1,-1,-1,-1,"Mod_2",21,"vie"
"AT9",-1,-1,-1,-1,-1,"Mod_2",8,"vie"
"AT9",1,1,1,1,1,"Mod_2",18,"vie"
"AT9",1,1,1,1,1,"Mod_2",13,"vie"
"AT9",1,1,1,1,1,"Mod_2",14,"vie"
"AT9",1,1,1,1,1,"Mod_2",17,"vie"
"AT9",1,1,1,-1,1,"Mod_2",39,"vie"
"AT9",1,1,1,1,-1,"Mod_2",52,"vie"
"AT9",-1,-1,-1,-1,-1,"Mod_2",7,"vie"
"AT9",-1,-1,-1,-1,-1,"Mod_2",7,"vie"
"AT9",-1,-1,-1,1,-1,"Mod_2",36,"vie"
"AT9",-1,-1,-1,-1,-1,"Mod_2",14,"vie"
"AT9",-1,-1,-1,-1,-1,"Mod_2",20,"vie"
"AT9",1,1,-1,1,1,"Mod_2",17,"vie"
"AT9",1,1,1,1,1,"Mod_2",2,"vie"
"AT9",-1,-1,-1,-1,-1,"Mod_2",30,"vie"
"AT9",-1,-1,-1,-1,-1,"Mod_2",14,"vie"
"AT9",1,1,1,1,1,"Mod_2",52,"vie"
"AT9",-1,1,1,-1,-1,"Mod_2",25,"vie"
"AT9",-1,-1,-1,-1,1,"Mod_2",7,"vie"
"AT9",-1,1,-1,-1,1,"Mod_2",14,"vie"
"AT9",1,1,1,1,1,"Mod_2",2,"vie"
"AT9",-1,-1,-1,-1,-1,"Mod_2",22,"vie"
"AT9",1,1,1,1,1,"Mod_2",21,"vie"
"AT9",1,1,1,1,1,"Mod_2",21,"vie"
"AT9",1,1,1,1,1,"Mod_2",24,"vie"
"AT9",1,-1,1,-1,-1,"Mod_2",17,"vie"
"AT9",-1,-1,-1,1,-1,"Mod_2",4,"vie"
"AT9",1,1,1,-1,1,"Mod_2",10,"vie"
"AT9",-1,-1,-1,-1,-1,"Mod_2",16,"vie"
"AT9",-1,1,1,1,-1,"Mod_2",31,"vie"
"AT9",1,1,1,1,-1,"Mod_2",7,"vie"
